Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
DevOps Engineer I,"Pueblo, CO","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",45947,55325,65626,75629,84737
DevOps Engineer I,"Lakeland, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46855,56419,66923,77124,86412
DevOps Engineer I,"Pompano Beach, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48112,57932,68718,79193,88730
DevOps Engineer I,"West Palm Beach, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48401,58280,69131,79669,89263
DevOps Engineer I,"Antioch, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",56669,68235,80940,93278,104511
DevOps Engineer I,"Everett, WA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53012,63832,75717,87258,97766
DevOps Engineer I,"Downey, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55500,66828,79271,91354,102355
DevOps Engineer I,"Lowell, MA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",54003,65025,77132,88889,99594
DevOps Engineer I,"Elgin, IL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51668,62214,73797,85046,95288
DevOps Engineer I,"Richmond, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",58815,70820,84005,96810,108469
DevOps Engineer I,"Peoria, IL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47854,57622,68350,78769,88255
DevOps Engineer I,"Broken Arrow, OK","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47384,57055,67678,77994,87387
DevOps Engineer I,"Miami Gardens, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47859,57628,68357,78777,88264
DevOps Engineer I,"Gresham, OR","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51369,61855,73371,84555,94738
DevOps Engineer I,"Lewisville, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48478,58372,69241,79795,89404
DevOps Engineer I,"Hillsboro, OR","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51270,61735,73230,84392,94555
DevOps Engineer I,"Ventura, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53111,63952,75858,87422,97949
DevOps Engineer I,"Greeley, CO","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48416,58298,69153,79694,89291
DevOps Engineer I,"Inglewood, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",56033,67470,80032,92231,103338
DevOps Engineer I,"Waterbury, CT","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53409,64310,76284,87912,98498
DevOps Engineer I,"League City, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49268,59324,70369,81096,90862
DevOps Engineer I,"Santa Maria, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52580,63313,75100,86548,96971
DevOps Engineer I,"Tyler, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",44838,53990,64042,73804,82692
DevOps Engineer I,"Lakewood, NJ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55662,67023,79502,91621,102654
DevOps Engineer I,"Daly City, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",61930,74570,88454,101937,114213
DevOps Engineer I,"Boulder, CO","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50753,61112,72490,83540,93600
DevOps Engineer I,"Allen, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48722,58667,69590,80198,89856
DevOps Engineer I,"West Covina, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55246,66523,78908,90936,101887
